"","text","score","sentiment"
"255","ayan langgan",0,"Positif"
"2593","token pulsa listrik gagalcoba tulis gagal beli kali konter gagal mohon bantu",-1,"Negatif"
"505","daftat daya stuck npwp",0,"Positif"
"1472","upgrademobile ambil potosusah bangetperlu tingkat aplikasi",0,"Positif"
"1810","enakpraktis subsidi kena dampak korona orang orang tolong berlaku adil",-2,"Negatif"
"1429","transaksi pemutahiran data user kerja bank bank swasta",1,"Positif"
"1102","pikir donwload token gratis nyata",1,"Positif"
"2426","coba disiplin tugas lapanganada keluh ganggu laportugas lokasi statusselesai",-2,"Negatif"
"1105","pilih lokasi cuman pilih jawa timur sistem aplikasi",3,"Positif"
"957","mobile mantap",1,"Positif"
"1048","ndakbisa didonload",0,"Positif"
"1165","responcepat tanggap",0,"Positif"
"2767","bintangnyatetap semangatlapang moga lelah",-1,"Negatif"
"346","bantu informasitrimakasih",1,"Positif"
"2913","akun efektif bingung",-1,"Negatif"
"1236","statusnyata beda",0,"Positif"
"2899","kali aplikasi riwayatterang selesai kerja nyata tugas rumah telfonkali tugas tulis ulas hitungtunggu tugas mohontingkat ayan customer nyaman listrik sekal",-1,"Negatif"
"2854","buruk banget ayanchat tolong tugas rumah konsleting listrik jawansajah teknisiminggu bakar salah buruk banget",-3,"Negatif"
"2191","mudah lapor ganggu info padam",-2,"Negatif"
"1222","simpel",0,"Positif"
"2013","pengaduanbtentang madam listrik daerah rumah rumah",-2,"Negatif"
"2581","tolong tingkatnyakadangbutuhdikirimbuat lapor",-1,"Negatif"
"2154","daftar verivikasi status proses yahemnktrimanya",-1,"Negatif"
"2423","informasi",-1,"Negatif"
"2795","verifikasi lambat",-1,"Negatif"
"1894","cekat butuh buru dkerjakan meter karyawancekat buru dkerjakan lempar cari orang alasstok kosong jaga malam bagus langsung shift pagingeselinnnsore astaghfirullah alazim tolong giat kerja",-5,"Negatif"
"1554","sayangmobile cari cewek",-1,"Negatif"
"2317","coba komen orang bagus moga",-1,"Negatif"
"1442","tugas datangtapi terang nyalatidak sinkronpadahal senang nungguinmohon",1,"Positif"
"1977","eror foto ktpnya",-1,"Negatif"
"772","linkaja aktif aplikasi",1,"Positif"
"2129","aplikasi bantu rumah mati lampu pagilapor tanggapmalam",-1,"Negatif"
"478","cepat responya ramahjayaindonesia",1,"Positif"
"1760","aplikasi bagus titik lokasi rumah akurat baca lokasi tera maps kompas akurasi keluhlanggan titik lokasi salah tolong",-3,"Negatif"
"2597","verifikasi lambat",-1,"Negatif"
"2228","mobile bantu mudah langgan ecek bayar tagih listrik lapor ganggu",-1,"Negatif"
"2516","lampu desa marom camatkabupaten toba sumatera utara penuh arti cahaya lampu arus mohon hatimasyarakat siksapadam masyarakat batas sabar mohon hati serius",-1,"Negatif"
"420","beli token nomor tokennya bolak restartlogin aplikasisepertinyatlg bantu tokennya login kasih pilih pakai nomor",4,"Positif"
"419","beli token metode bayar linknotifikasi ambil saldo link gagalupdate trmksh",1,"Positif"
"2801","detail aplikasi terdahulusetelah update info pemeliharaan adajadi salah langgan lampu padam komplainklo andai info pemeliharaanversi langgankomplain tidakitu masuk sayamohon",-1,"Negatif"
"1713","bagus informasi suai butuh pribadi sadar aplikasi tahap kembangupaya berik ayan langgan moga keluhankeluhan langgan solusi tindak terimakasih",-2,"Negatif"
"1254","suruh verifikasi kameragelapintagih",0,"Positif"
"1487","verifikasi akun tolak pakaisuai anjuranmobile",0,"Positif"
"2530","alhamdulillah bantu aplikasimobile inid ganggu ampir desa mati lampu mati hidupsetelah lapor pakai aplikasi langsung respon listrik nyala",-2,"Negatif"
"1747","lihat tagih bayar pasca bayaraplikasi gagal",-1,"Negatif"
"1526","lengkap stand meter stand meter",-1,"Negatif"
"1680","terimakasih bantu cari informasi sampa keluh langgan",-2,"Negatif"
"1743","cepat layan kantor usir suruh laporemail laporemailrobot orang aplikasi email chat otomatis tolong main usir usir lempar lempar enggan layan bikin sistem robot otomatis",-6,"Negatif"
"2361","lambat",-1,"Negatif"
"2370","aplikasi keluh lapor kali teknisi konfirmasiphone status selesai",-2,"Negatif"
"993","mohon info kalo bayar tagihindomaret cetak ulang bukti bayar kantorsuailanggan mohon tanggap terima kasih",3,"Positif"
"1805","mohon maaf lapor bibik sabtu maret aplikasibibik pakai android hubungkirim nomer bibik aprilmerespon hubung merespon mohon ayan maksimal listrik rumah bibik ganggu trimakasih",-2,"Negatif"
"797","login kasih bintang kolo login kasih",1,"Positif"
"2212","mohon maafsaya lapor ayan kantordemang lebar daun palembangtapi trma kasih dlayanin satpam baiktpi kecewa ketemu karyawantunggu menunggusemoga ayanmasyarakat",-2,"Negatif"
"2109","ribet",-1,"Negatif"
"2306","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"2041","susah registrasimeteran susahdesak listrikklo maximal onlinesediakan lapor offline biar memilihini darurat coba",-3,"Negatif"
"2273","verifikasi lambat",-1,"Negatif"
"469","call center",0,"Positif"
"2150","mutuerrorr alir padam nyala msti laporkasih kodedah msti tunggujamudah ngeluhsuruh ganti penjelasanudah lapor kode lapor kodedan kemarin alir kali tunggukodesampe pusing bolak nelponyg bocor arus listrik mahalpadahalbuangrusak kalingeselin banget",-4,"Negatif"
"684","kasih nilai aplikasi keren",1,"Positif"
"2477","download masuk susah sekal daftar email password",-2,"Negatif"
"2918","susah masuk mendaftarnyadari kemarin salah",-2,"Negatif"
"2332","buruk sekal ayan live chatnya respon kali respon etik chat lebar sekal balaslive chatnya",-1,"Negatif"
"1558","aplikasi sampah ganggu muli",-2,"Negatif"
"2928","aplikasiokcmn tindakkurangmohon tindak laanjuti keluh langgan",-2,"Negatif"
"1406","tolong bayar notif bayar",2,"Positif"
"982","moga pemerintah luncur aplikasi aplikasi masyarakatprogram pemerintah rakyatnyaagar sila pancasila terwujuddan indonesia majutrima kasihaplikasi bantu",1,"Positif"
"2019","kecewa desa tegang listrik anjlok miteran meter operlod miteran lampu",-3,"Negatif"
"2436","lapor ganggu mudahbeli token byar listrik mudahkirim angka meter mudahtambah daya main mudahtoppaplikasi",-3,"Negatif"
"2693","aplikasi lapor salah tulis laporlapor suai ajar tugas",-4,"Negatif"
"486","ciyeeeee cepat banget responnya tugasgercep langsung ktkp madam mantabaplikasi banget telat bayar kalo ayansuper kayaksukses",3,"Positif"
"413","beli token aplikasi bayar pakai bacasaldo baca potong token realtime masukmenit tunggu ulas token terima hatibeli tokenaplikasimobile realtime terima tokennya",3,"Positif"
"1735","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"412","beli token",0,"Positif"
"1148","respon",0,"Positif"
"1503","verifikasi upgrade akun tolak trooooos",0,"Positif"
"1672","lapor selesai tindak",-2,"Negatif"
"182","aplikasi mudah coba promo daya nyata cepat sekal proseskeren",1,"Positif"
"1067","paiton kabprobolinggo padamhormat",0,"Positif"
"1502","verifikasi tolakfoto",0,"Positif"
"2852","verifikasi akunkenapa gagal ambil foto ktpsampai verifikasi gagal thanks thanks proses verifikasi",-2,"Negatif"
"2881","menu lengkap monitor status mohon detail kompliti",-1,"Negatif"
"1378","token gagal cepat respon moga ayan",0,"Positif"
"408","bayarproses",0,"Positif"
"1732","bagus klaim langsung tuju proses klaim orang staff bumn anggap remeh masyarakatbppresiden reformasi mental",-3,"Negatif"
"1008","mohon pasang recomended banget",1,"Positif"
"226","aplikasioktapi respon krureguatau unitsigapatau responterima kasih",0,"Positif"
"434","bikin aplikasi sumpah sekal call center tlpn angkat",1,"Positif"
"798","login pesan jaring error mohon bantu admin",0,"Positif"
"803","luarbiasa sigap tanggap fast respon langsung tindak pakai terimakasihoperator lapang sehat lancar jayasitunggalingmerekkaro salah input token mantap maaf ngerepotin terima kasih",3,"Positif"
"2769","tarif dasar listrik madam yasementara ayan hati madam telat bayar cabutmadam milik langganmaaaaf maaaf jeramaaaaaaaaaaaf muluuuu",-2,"Negatif"
"1973","cukupaplikasinya bagus verifikasi terustambah parah daya upgrd",-1,"Negatif"
"1121","progres aplikasi selesai progres lapang kali lapor",0,"Positif"
"2453","error check estimasi pemakaian listrik typesubtypetype string",-1,"Negatif"
"208","aplikasibagussangat bantu sekaliterima kasihmuntaprumah listrik matigangguan pahamkarena sore kunjung nyalaakhirnya bukamobileklik pengaduanlalu kirimbaru menitsdh telepon tugasperbaikanlangsung konfirmasiterima kasih plnmantap",1,"Positif"
"2662","aplikasi lapor salah tulis laporlapor suai ajar tugas",-4,"Negatif"
"1791","beli token aplikasi tolong gagal bayarhasil konfirmasidananyangkut esoklunas systemkayakjelek system",-1,"Negatif"
"785","listrik terang neger",1,"Positif"
"1995","semenjak hadir aplikasi masyarakat sigli ganti prabayar tunggak bedapaksa listrik prabayar",-2,"Negatif"
"1527","fiturlengkap paham keluhkonsumenpokok",-1,"Negatif"
"2065","daftar proses",-1,"Negatif"
"620","hubung server coba ulang kasih bintang entar kalo kasihmaaf",1,"Positif"
"1389","token habis mlkukanajukkantortrus suruhkecewa yasaya arah pengaduanketerngantugas regudi tungguriwayatubah pengerjaannyalaselesaisaya ulang pengaduansama ktrnganslesaiorgmuncul nggakskrg matotlistrik",0,"Positif"
"1","abdat buka aplikasi respon",0,"Positif"
"212","aplikasibeli tokennongol tokenpmbyaran berahasibcaga jelasmasa kalah aplikasi cpetpdhalpunyagudang",0,"Positif"
"230","aplikasitanggal bayar tagih hilangtagih kalo",0,"Positif"
"1051","ngisi indak nomor meter",1,"Positif"
"131","aplikasi bantu trimakasihkembang fitur",2,"Positif"
"316","bagusaplikasi butuh bantu tinggal lapor aplikasi plnmobilesemangat",0,"Positif"
"1813","aplikasi keluh lapor kali teknisi konfirmasiphone status selesai",-2,"Negatif"
"2723","terimah kasihsukaramelapor informasi menit kabar tugasmantab terimah kasih layan",-1,"Negatif"
"1150","respon cepat alhamdulillah nyala",2,"Positif"
"308","bagus sekal mudah terimakasih tugas catat meter aplikasi manfaat",1,"Positif"
"207","aplikasibagus semenjak baharu upgrade akun cakep proses upgrade macet useless layan aplikasi sempurna mogadengar",0,"Positif"
"2648","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"2493","babi",-1,"Negatif"
"2677","mobile bantu lapor keluh ganggu putar listrik jayaterang neger",-2,"Negatif"
"2017","coba kali pakai aplikasimobile ganggu listrik rumah lapor direspontelepon tugas lapor tugas langsung listrik sala terima kasih",-3,"Negatif"
"850","mantaaapp respon cepat ecek mati lampu cepatterima kasihhh",0,"Positif"
"293","bagus cepat tanggap wira wiri terimakasihmobile",1,"Positif"
"1674","lambat sekal ayan kurg muas",-1,"Negatif"
"2197","real kaya hasil lapor ganggusuai lapangandi status lapor nyala selesai lapang padam",-1,"Negatif"
"837","maju tolong tingkat kalo transaksi cetak",1,"Positif"
"2096","aplikasi rusak lapor versi",-2,"Negatif"
"1604","mati lampu kali lapor sekal timbal balikx",-2,"Negatif"
"2427","februari rumah kali mati lampu sebelah doang bayar listrik bayarjambu lurah kenanga cipindoh tangerang mohon ayan rutin",-3,"Negatif"
"493","coba pasang listrikonline penginayan nyata realisasi suaisekedar angkamaju profesional",2,"Positif"
"1525","ayan listrik jambi khusus sungai bahar buruk",-1,"Negatif"
"2243","notifikasi beli token hasil kadang notifikasi beli token gagal ulang laku transaksi tolong beneri curiga",-2,"Negatif"
"253","ayan komplainmobile tugaslangsung sosialisasi menwgenai aplikasi tunggu rubah review bintanf bintang ahahaha",2,"Positif"
"1019","muas bantu ayan cepat tanggap terimakasih",2,"Positif"
"2382","aplikasi buruk aplikasi ayan",-1,"Negatif"
"1755","mantapcepat tanggap keluh masyarakat langsung ditanganiterima kasihmoga muas langgan",-1,"Negatif"
"2475","tindak cepat notifikasi kirim regu hilang lapor harapkoneksi nomer whatsapp sedia room chat customer ayancepat ayanganggu",-2,"Negatif"
"669","kasih bintang kalo direspon tambahminrincian pemakaian listrikcoba masuk aplikasi verifikasi",1,"Positif"
"883","mantap mudah langgan tugas sopan",1,"Positif"
"2245","catat tagih listrik kemarin",-1,"Negatif"
"1168","responnya bagus cuman tugas kayak malaslapor tokenkasih pandu reset meter",0,"Positif"
"1634","cekat butuh buru dkerjakan meter karyawancekat buru dkerjakan lempar cari orang alasstok kosong jaga malam bagus langsung shift pagingeselinnnsore astaghfirullah alazim tolong giat kerja",-5,"Negatif"
"1252","sungguh bagus appx",1,"Positif"
"705","keren",1,"Positif"
"1360","terimakasihresponnya cepat bantu",2,"Positif"
"2104","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"2536","tugas layan keluh langgan baiksemogalayan tanggap keluh langgan",-2,"Negatif"
"1266","tanggap tugasbagus selesa terima kritik saran sukses terima kasih aplikasi menu chat tugas",2,"Positif"
"2396","aplikasi susah ganti passworddicoba ulang buka email error",-3,"Negatif"
"654","kali verifikasi jujur layantooolaaaaaaakkkk terussuaaak",0,"Positif"
"2084","puas aplikasi ribet",-1,"Negatif"
"1542","mengecewakanrespon lambat",-1,"Negatif"
"2224","kovid gagal cobanamtibintamya",-1,"Negatif"
"1613","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"23","alhamdulilah ayan suai listrik nyala",0,"Positif"
"2022","masuk daftar akun eror konfirmasi passwort arah",-1,"Negatif"
"2284","buruk sekal",-1,"Negatif"
"186","aplikasi nomor stroomtokentransakasi suruh kantornelplangsung kasih info nomor stroomnya mending uninstal",2,"Positif"
"1396","token listrik gratisgak",0,"Positif"
"1801","listrik mati pagi kirim pesan mati mati bayar",-2,"Negatif"
"1432","trimakasi mudah",0,"Positif"
"987","mohon bantu buka complain aplikasi yapadahal lapor notifikasi terjawabbegitu buka",0,"Positif"
"2698","chatjaring putus signal lancar",-1,"Negatif"
"2534","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"2339","upgrade kirim foto gagal",-1,"Negatif"
"298","bagus manfaatsuksesmobile alas nunggak bayar tagihdesa saran kalo bayar tagih melauimobile pakai link biaya adminuntungdikitsaldo link",1,"Positif"
"2822","lapor keluh rusak kali sekal tugas kali lapor hitung menit status ubah nyala tugas daerah kabupaten banjar kalsel",-5,"Negatif"
"2817","mudah aplikasimobile rusak langsung ditindaklanjuti mohonbabelan masuk list daerah teluk pucung masukmedan satria mohon tingkat kinerjadaerah april kali mati lampu terimakasih",-1,"Negatif"
"1790","sayangkanadminnya besaruntk kelas aplikasiaplikasi sebelah biaya adminnyatinjau",-1,"Negatif"
"2590","terimah kasihsukaramelapor informasi menit kabar tugasmantab terimah kasih layan",-1,"Negatif"
"472","capture camera verifikasi ganti verifikasitype kirim verifikasi terimakasih respon bantu admin",0,"Positif"
"286","bagus banget",1,"Positif"
"315","bagusaplikasi aplikasi aplikasi lakureguteknisitelfon pulsa ditelfon tugas mohon pantau",1,"Positif"
"2348","aplikasi pokokkecewa situs fictur lengkap lupa downloadmobilecoba langsung download",-2,"Negatif"
"924","menu pasang muncul pilih provinsi jawa timur jawa barat",3,"Positif"
"445","bintang minggu mati lampu kasih bintang minggu mati lampu kasih bintang mati lampu kasih bintang minggu mati lampu bintang",1,"Positif"
"1881","verifikasi akunlihat tombol kamera tekan tangkap gambar lucu",-1,"Negatif"
"1715","eror benernya mohon tingkat",-1,"Negatif"
"296","bagus layan ganggu cepat server cuman fitur simpel layan pasang",1,"Positif"
"440","bintang bayar lengkap link usul shoppe",1,"Positif"
"447","bintang nominal tagih munculhistori pemakaian kunjung tugaskasihpaka aplikasi update akun keluh selesa bintangmogasenantiasa maju kualitas ayan",1,"Positif"
"2337","token listrik beli aplikasi tokopediaisiin meter listrik muncul tulis usang token kasih aktif",-1,"Negatif"
"2655","aplikasi buka klik aplikasilangsung sendirigaksistem aplikasiterhentiandroid",-1,"Negatif"
"2111","upgrade ulang kali full service adminaplikasi ribet sekal dipencarian susah temu",-2,"Negatif"
"1299","terima kasihayantugas lapang terimakasih sampean mantap",3,"Positif"
"561","fiturkali muncul pilih",1,"Positif"
"1358","terimakasihpln berkat aplikasi sekal mudah beli pulsabayar tagih listrik biaya admin ngehubunginpulsa aplikasi",0,"Positif"
"204","aplikasi zaman listrik layan aplikasi mantap",1,"Positif"
"1535","bagus mudah ecek tagih informasirekening listrik bantu pandemi terimakasih",-1,"Negatif"
"1096","penangananeror cepat selesa harap aplikasi ayan",1,"Positif"
"495","cowokterima kasih",0,"Positif"
"1180","rumayan",0,"Positif"
"877","mantap joss",1,"Positif"
"899","masuk aplikasi reset password masukeeehdaftar gantiaplikasi hpku maaf solusi",2,"Positif"
"2901","kilometer tulis periksa daya listrik padam sendriri mohon bantuanya kayak",-1,"Negatif"
"2210","butuh token stimulus gagal pakai discount sekal",-1,"Negatif"
"2481","bingung pakai ribet",-2,"Negatif"
"2813","susah registrasimeteran susahdesak listrikklo maximal onlinesediakan lapor offline biar memilihini darurat coba",-3,"Negatif"
"484","character 0",0,"Positif"
"1245","suka",0,"Positif"
"2294","mati lampu kali lapor sekal timbal balikx",-2,"Negatif"
"557","fitur pasangmobile jawa timur ajaterima kasih",2,"Positif"
"2563","aplikasimobile kirim kodekalo meter tulis periksa terimakasih",-1,"Negatif"
"42","alhamdulillah mantap super cepattugaskomplainlangsung ditanggapin terima kasih tugasarea pekanbaru",4,"Positif"
"940","metode bayar tolong biar pakai shopeedana dompet digitalbiar pilih",2,"Positif"
"318","baguscuman metode bayar ewallet",1,"Positif"
"640","januari pulsa",1,"Positif"
"2462","semenjak update errormulu payah",-1,"Negatif"
"1848","eror benernya mohon tingkat",-1,"Negatif"
"432","berterimakasihayan masyarakat sigap tanggapdan tanggung",0,"Positif"
"1202","selamat malammohon maaf kemarin sabtu tanggal maret beli elektronik marketplacedistribution berkerjasamamaksud daya program coba masuk aplikasimobile alias gagal laportelpon kabar laku mohontindak terimakasih",1,"Positif"
"2080","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"1804","versipeduli covidmohon informasi",-1,"Negatif"
"2325","nama online gilir komplin komplain suruh kantor suai unit layan konsumenanak remaja ribet",-2,"Negatif"
"661","kasih aplikasi bantu",1,"Positif"
"686","kasih star saran selesai mohon biar konsumen konfirmasiaplikasi selesaiberes",0,"Positif"
"1643","real kaya hasil lapor ganggusuai lapangandi status lapor nyala selesai lapang padam",-1,"Negatif"
"2689","gangguanpadam lapor aplikasi riwat selesai tangani padam tolongkondisi laangan susunguhnya",-1,"Negatif"
"2051","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"1330","terimakasih kunjung klarifikasimoga ayan masyarakat",0,"Positif"
"219","aplikasimobile bantu memuaskanpelayanannya cepattkspln",1,"Positif"
"435","bikin lapor gangguanbelom solusipenanganantpi selesai aplikasimohon arah",0,"Positif"
"2115","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"1629","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"6","ajuk pasang area jateng update hasil update aplikasi status muncul batalnomor bayar",1,"Positif"
"1775","aplikasi payahtidak nampilkan nomer token hilang",-1,"Negatif"
"1401","token stumulus covid daya",0,"Positif"
"2313","keluhanmya meter eror susahg klik send",-2,"Negatif"
"2464","mohon maaf lapor bibik sabtu maret aplikasibibik pakai android hubungkirim nomer bibik aprilmerespon hubung merespon mohon ayan maksimal listrik rumah bibik ganggu trimakasih",-2,"Negatif"
"425","beli tokenmasuk kode tokenkecewa tolong bantu",1,"Positif"
"969","moga aplikasimobil ayan",0,"Positif"
"1456","update info madam",0,"Positif"
"59","aneh akun linkaja suruh masuk nomor tinggal konekin kayakpertamina",1,"Positif"
"583","good",0,"Positif"
"62","apelikasimobile sangan bagus sele rumit pasang pilih provinsicuman jawa timuronline eror tolong apelikasiprovinsi jagan cuman jawa timut tera aplikasi",2,"Positif"
"479","cepat tanggap",1,"Positif"
"529","download tolong tetangga ambil token stimulus gratis pemerintahtapi sayang muncul daya vayg dayamunculmohon lanjutanya",2,"Positif"
"2234","mohon maaf layanribet kantorcabang sumenep lapor ganggu listrik rumah satpam bilang lapor layan aplikasimobile pulang hasil coba downloadmobile lapor aplikasi nyata sedia daerah coba nelpon layantanggap pulsa habis trnyta reformasi",-2,"Negatif"
"1628","nama online gilir komplin komplain suruh kantor suai unit layan konsumenanak remaja ribet",-2,"Negatif"
"1523","daftarloginaneh email mulu daftar sekal aneh sumpah aneh",-2,"Negatif"
"1232","smtra idpel terdaftarpdhal lokasi rumah suai titikapakah nama akun idpel solusi",0,"Positif"
"2413","ayan muas geratis listrik perpanjangtidakblasan sekal aplikasi mlhan bingung",-1,"Negatif"
"2972","aplikasi bantu tagih madam listrik progress jaring rusak benah payment sistem saldo ecommerce problem urus terimakasih",-1,"Negatif"
"274","ayanburuk",0,"Positif"
"2798","aplikasi bagus mudah ganggu",-1,"Negatif"
"1363","terimasih aplikasi bantu token subsidi pemerintah maret",2,"Positif"
"672","kasih bintang ykrna downlodjadimasuk menggunakannyasekarang token gratis pemerintah sulithrs mendownload aplikasimobilebiasanya pakaibisaknpsulit banget",3,"Positif"
"501","daftar padah masuk email valid",0,"Positif"
"129","aplikasi bantu subsidi",2,"Positif"
"1300","terima kasihbandeng posko gunung sahari daerah sayadan tugasbpkdjuhendi syamsudin bpkmuhammad rizky hagi ayan cepatlistrik rumah normal good",1,"Positif"
"1018","muas",0,"Positif"
"1688","lapor listrik daerah tanggap aplikasi beres sekal coba serius",-1,"Negatif"
"285","bagus ayan",0,"Positif"
"1930","kecewa teknisi listrik harga suai mahal",-1,"Negatif"
"1670","respon hadap lapor masyarakat kelisrikan tanggap bagusmogaterusmajuindonesia",-1,"Negatif"
"2561","aplikasi bagus tolong ditambahin informasi pemakaianpemakaianinformasicatat tanggal pencatatn krosceck suai nilai buruk gawai catatutama terima kasih",-1,"Negatif"
"2709","coba kali pakai aplikasimobile ganggu listrik rumah lapor direspontelepon tugas lapor tugas langsung listrik sala terima kasih",-3,"Negatif"
"2809","ganggumobile tugas listrik mati aplikasi status selesai sala",-1,"Negatif"
"1464","upgrade akun fotofoto selfie",0,"Positif"
"105","aplikasi bantu",1,"Positif"
"857","mantabmudahcepat",0,"Positif"
"1007","mohon pasang provinsi jawa timur mohon",1,"Positif"
"1171","responsif pdahl terang penanganan ubah sekal",2,"Positif"
"156","aplikasi login muter reset password masuk",0,"Positif"
"1478","user interfacejaring stroomnet daerah saran verifikasi foto masukinformasi",0,"Positif"
"2435","aplikasimobilebangetbeli token biaya admin info madam lapor ganggu daya bisasemuanya aplikasi komplit bangetdownload manfaat",-1,"Negatif"
"599","halomaafsalah menginput stand meter",0,"Positif"
"1826","madam rumah tanggalbarusan lapang tugas terima kasih keperdulianlangganmasuk tugas teknis informasi langgan lapor masuk informasi maju",-1,"Negatif"
"548","febuari lapormobile malam kalo salah tanggap sore lapor kalikemudian sore tanggap tugas tugas telpon selesa telpon berik digit nomor telpon ayan sungguh sekal alamilampung",0,"Positif"
"776","listrik gratis",1,"Positif"
"2196","lapor ditindaklanjuti lapang dinyatan selesai hadeeeuuhh tolong tindak mafia pasang listrik wilayah ngawi biaya pasang watt sbsrribu dlapangan biaya ribu lagidah lapor tindakparahhhh",-2,"Negatif"
"732","laku pemasangan listrik aplikasi menu pemasangan",0,"Positif"
"598","haloaplikasi bantu sekalisaran daya beli token listrik nilaidongbeli token ribu terima kasih hati",2,"Positif"
"1492","verifikasi banget",1,"Positif"
"2527","ayan buruk mati lampu alas minggu mati lampu mati lampu aneh bayar bengkak aneh kecewa",-5,"Negatif"
"1828","rumah semenjak ganti blok tegang listrik turunlmpu mati nyala pengaruh ganti blok area gangguanmhon solusi",-3,"Negatif"
"2011","saran sedangsudah kerja lapor keluh langgan alangkah lampir foto tugas lokasi pelaporkarena tarikkadang histori lapor selesai nyala tugas lokasi",-2,"Negatif"
"1006","mohon mobile aplikasidaya status aplikasi daya beli pulsa terupdatelokasimelesatsincronlokasi thanksmobile",1,"Positif"
"2494","kecewa chat costumer servis tolong kilometer erorburik",-1,"Negatif"
"1885","thanksquick respon ulas menit ganti bintang saran apps perihal binding akun ewallet bentuk tutorial instal",-1,"Negatif"
"1841","aplikasih jelek tanggap muas kansetiap lapor jawapan",-2,"Negatif"
"1904","mudah customer selesa keluh ganggu perihal listrik",-2,"Negatif"
"989","mohon bantulapormalamselesairumah",0,"Positif"
"1408","tolong detail bayar bayar detail transaksi status proses selesa bayar status dibayarlunas",3,"Positif"
"2216","lambat sekal ayan kurg muas",-1,"Negatif"
"1931","respon lambat",-1,"Negatif"
"2936","cobamasih verifikasi datakalau pemakaian listrik transparanoh alangkah baiknyatidak curi listrikmerugitidak prasangka masyarakat listriksegitudan oknum ambil untung jaya plnjaya indonesia",-2,"Negatif"
"1138","pulsa token gagal telepon pagi malam tugas janji utus malaikat datan",2,"Positif"
"1094","penanganan cepattt",0,"Positif"
"1240","suai",0,"Positif"
"1496","verifikasi fotopencet tombol foto nyaaplikasi",0,"Positif"
"1133","puas aplikasi listrik padam lakukali tugas pemberitahuanlaporpetugas perjalanansedang diperbaikinyalaselesai selesai tugas",0,"Positif"
"158","aplikasi lumayan bagus lahtapi keluh oknum tugasecek meter bayar listik segitu ajatrims",0,"Positif"
"789","live chat",0,"Positif"
"2318","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"2889","penanganan lambat",-1,"Negatif"
"2076","aplikasi bagus prlayanannya muas wilayah jatibarangindramayuteknisinya lambat masalh ganggu padam listrik",-2,"Negatif"
"2162","simulasi hitung beli tokencetak invoice stand meter",-1,"Negatif"
"1880","ribet lihat transaksi beli token payah",-2,"Negatif"
"835","maju pantang mundur layan penuh hati",0,"Positif"
"2920","kilometer listik rumah kena bnjir dudalam kilo metertolong dicectakut bahaya",-2,"Negatif"
"768","lihat riwayat beli token capekupload",0,"Positif"
"621","hujan malam tugas rumah antri gppkita bantu terima kasihgrobogan",1,"Positif"
"2117","chatjaring putus signal lancar",-1,"Negatif"
"1226","simulasi izin pesta ketemu",0,"Positif"
"2085","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"527","download aplikasi masukidpelnya simpan langsung settingannya mohon penjelasanya bosqu",0,"Positif"
"1537","lampu nyala status lapor selesai nyalasudah",-1,"Negatif"
"2412","lampu desa marom camatkabupaten toba sumatera utara penuh arti cahaya lampu arus mohon hatimasyarakat siksapadam masyarakat batas sabar mohon hati serius",-1,"Negatif"
"1167","responnya bagus",0,"Positif"
"1118","profil fotostep foto nama suai pakai aplikasi versi",0,"Positif"
"1479","usul tingkatmobileblastbroadcastnomor daftar lintas daerah notifikasi downloadmobilespanduk pasang daerahdaerah pinggir jalan jalur provinsi jalur desa metode bayar kantorindomaret alfamart berik diskoncashback beli token bayar tagih listrik tarik minat planggan",0,"Positif"
"2545","oengajuan keluh listrik mati aplikasi tulis jalan lacak lokasi berubahd aplikasi tulis nyala kenyataanya padamaplikasi",-5,"Negatif"
"2157","terimakasih bantu cari informasi sampa keluh langgan",-2,"Negatif"
"2495","transaksi nyata upgred akun payah",-1,"Negatif"
"1027","mudah beli token bayar listrik terima kasih",2,"Positif"
"1671","hallooanehkalo totalin tagih biayatotalkali lipat",-1,"Negatif"
"2480","ribet",-1,"Negatif"
"1723","susah verifikasi akunpadahal gambarfokustpi",-1,"Negatif"
