"","text","score","sentiment"
"310","rumah semenjak ganti blok tegang listrik turunlmpu mati nyala pengaruh ganti blok area gangguanmhon solusi",-3,"Negatif"
"311","praktis cepatmeter listrik lengkap histori rekening listrik",-1,"Negatif"
"312","lapor aplikasi kecewa dalamn lapor kali respon tugas aneh nyala progres lapor trtulis nyala selesai manual admin nyata bohong progres selesai suruh pilih rating berik rating bintang plus deskripsi ulas kecewa kirim",-4,"Negatif"
"313","trimaksihmobile layan lapor ganggu mudah langgan sampa keluh",-3,"Negatif"
"314","verifikasi foto selfi error upgrad akun",-1,"Negatif"
"315","lapormobile tugas nakal lapor kerja selesai tugas cobamobile laku telfon langsung langgan verifikasijaring listrik",-1,"Negatif"
"316","kecewa madam buka puasa imsak nyalareapon telepon lapor moga keluarga berik sehat sabar",-2,"Negatif"
"317","mantapcepat tanggap keluh masyarakat langsung ditanganiterima kasihmoga muas langgan",-1,"Negatif"
"318","lemot ayanlaporin gangguonlinelinelemot rumah kantor",-2,"Negatif"
"319","akun efektif bingung",-1,"Negatif"
"320","aplikasi eror",-1,"Negatif"
"321","daftar aplikasi susah bangetsandi akun daftar bisabisa sandi solusi",-2,"Negatif"
"322","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"323","aplikasih jelek tanggap muas kansetiap lapor jawapan",-2,"Negatif"
"324","verifikasi akunkenapa gagal ambil foto ktpsampai verifikasi gagal thanks thanks proses verifikasi",-2,"Negatif"
"325","coba disiplin tugas lapanganada keluh ganggu laportugas lokasi statusselesai",-2,"Negatif"
"326","lapor gagulaporn tangapitrimaksihini memasukn token",-1,"Negatif"
"327","padamnyala kendala gmanaa solusinyaa cowok",-1,"Negatif"
"328","lampu padambenerinya tegorlapang kendala kecuali",-1,"Negatif"
"329","mohon bantu tugas plan arus listrik rumah nama baco ufnia jalan utarum kampung",-1,"Negatif"
"330","eror benernya mohon tingkat",-1,"Negatif"
"331","sayangmobile cari cewek",-1,"Negatif"
"332","coba menu lihat sisa token alert alarm aplikasi token habis meter listrik bunyi",-2,"Negatif"
"333","aplikasi kontlobikin bocah mudah kesel gara aplikasi sial",-1,"Negatif"
"334","kasih bintang token beli tanggal gagal masuk hubungwilayah kasih kode token baris masuk suruh beli token laksana masuk token masuk gagal gagal masuk tanggungganti rugi ribu kampung suruh mengiklaskan iklas rugi langgan",-4,"Negatif"
"335","suruh update susah update",-1,"Negatif"
"336","terima kasih ayan cepat ganggu listrik rumah ditangani tugas lapor ganggu aplikasi bantu",-1,"Negatif"
"337","tolong berik daftar nama toko elektronik tokopedia kerjasedia promo daya terimakasih",-1,"Negatif"
"338","parahplns karangtanggal mati lampu siangidupyg aneh mati semuatetangga mati listrik idupkan bayar aneh",-2,"Negatif"
"339","limit simpan data langgannongolgak update nongol pelanggangak nambahnggak papayg ecek tagih",-2,"Negatif"
"340","meter tulis eror",-2,"Negatif"
"341","pasang aplikasi susah carana",-1,"Negatif"
"342","saran sedangsudah kerja lapor keluh langgan alangkah lampir foto tugas lokasi pelaporkarena tarikkadang histori lapor selesai nyala tugas lokasi",-2,"Negatif"
"343","semenjak hadir aplikasi masyarakat sigli ganti prabayar tunggak bedapaksa listrik prabayar",-2,"Negatif"
"344","kalo kirimlangsung kirim keluh",-1,"Negatif"
"345","aplikasi bantu lapor keluhtoken kali tindak sekal selesai doang rumah",-3,"Negatif"
"346","aktivasi akunaktivitas bilang email daftar ganti email",-2,"Negatif"
"347","lihat komen roby milda arti kinerjakeluh tumpuk konsumen bentak saran tugas suruh batal keluh ayan publik takjub konsumen bayar telat denda pasca bayar gilir keluh telat kerjadenda merdeka",-3,"Negatif"
"348","installlapor kantor ayan suruh pulang lakulaporayan tindak tugaslapor pagi sore tindak lapor harap tugastanggap merespon cepatajuk",-3,"Negatif"
"349","masuk walupun daftar uninstall",-1,"Negatif"
"350","bintangnyatetap semangatlapang moga lelah",-1,"Negatif"
"351","sistem aplikasi fotoselfi gagal",-1,"Negatif"
"352","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"353","aplikasiaplikasi jelek",-1,"Negatif"
"354","aplikasi bagus sayang gawaiteknisiattitude buruk teknisi koordinasi lapor kali respontunggu lapor ulang aplikasi telpon langsung daerahresponnyanyata bentak batal laporanya numpuktelepon kecewa banget",-2,"Negatif"
"355","namalanggan pasang pasang nama orang",-1,"Negatif"
"356","aplikasi pokokkecewa situs fictur lengkap lupa downloadmobilecoba langsung download",-2,"Negatif"
"357","saranmobile laku chating online langgan sulit ganggulanggan lapor ganggu tampil progres apajika ganggulisttik padamterima kasih improvemobile",-2,"Negatif"
"358","akses mohon pasang hilang aplikasi tolong tingkat",-1,"Negatif"
"359","ajar",-1,"Negatif"
"360","susah apdet",-1,"Negatif"
"361","lapor gagulaporn tangapitrimaksihini memasukn token",-1,"Negatif"
"362","ribet lihat transaksi beli token payah",-2,"Negatif"
"363","verifikasi akunlihat tombol kamera tekan tangkap gambar lucu",-1,"Negatif"
"364","coba menu lihat sisa token alert alarm aplikasi token habis meter listrik bunyi",-2,"Negatif"
"365","hapus akun daftarmobile nohp update profil kalobisa terintregasi emailloginterima kasih",-1,"Negatif"
"366","aplikasi tugas error lapor kerja selesai nyala heiiipln nyala",-1,"Negatif"
"367","thanksquick respon ulas menit ganti bintang saran apps perihal binding akun ewallet bentuk tutorial instal",-1,"Negatif"
"368","simple mudah lapor listrik ribet kantor duduk santai tugas",-2,"Negatif"
"369","fiturpilih jeniskeluh catat meter klik detail keluh rumah penghunikosong icon kirim keluh pesan langgan sampa arti aplikasi fungsi mesti",-4,"Negatif"
"370","masuk gagal update jelek appnya",-2,"Negatif"
"371","listrik rumah lemot chatdaerah kagak respon taee",-2,"Negatif"
"372","formalitas doang selesai",-2,"Negatif"
"373","penanganan bagus tugas lapanganannya hujan angin main mati listrik padam pagi sahur hidup kayak penangannyatolong nang madam itukatax pltu padam trsapalagi puasa padam malamtugas orang terawehtadarustolongpenanganannya tugas lapang ituterimakasih",-1,"Negatif"
"374","malamtugas listrik entar malam buru mati",-1,"Negatif"
"375","alhamdulillah telpon langsung respon langsungganti kabel salur tiang rumah terkelupasdi tunggubesok ganti kabelterimakasih tugas",-1,"Negatif"
"376","cekat butuh buru dkerjakan meter karyawancekat buru dkerjakan lempar cari orang alasstok kosong jaga malam bagus langsung shift pagingeselinnnsore astaghfirullah alazim tolong giat kerja",-5,"Negatif"
"377","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"378","usul mudahtoken prabayar cari token beli diinput meter listrik otomatis masuk praktiss salam",-1,"Negatif"
"379","verifikasi lambat",-1,"Negatif"
"380","buruk error",-2,"Negatif"
"381","pakai aplikasi lapor kendala kait rusak fast respon",-3,"Negatif"
"382","daftar",-1,"Negatif"
"383","aplikasinotifikasi beli token berhasilkadang beli token gagalpadahal beli apajdi khawatirtagih bengkak",-1,"Negatif"
"384","bingung",-1,"Negatif"
"385","terang listrik ubah daya lihat history upgrade akun upgrade ubah inti update ribet sulit konsumen mending balikin aplikasi simple mudah paham",-2,"Negatif"
"386","mudah customer selesa keluh ganggu perihal listrik",-2,"Negatif"
"387","henti",-1,"Negatif"
"388","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"389","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"390","status selesai payah",-1,"Negatif"
"391","susah masuk mendaftarnyadari kemarin salah",-2,"Negatif"
"392","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"393","ayankecewa hubung ganggu rusak listrik rumahbilang hubung rumah noantrian ticket hasil tungguhubung",-3,"Negatif"
"394","bayar listrik kalo mati lampu mati lampu gilir bayar suruh cepatbayar mati lampu",-1,"Negatif"
"395","fiturnomor meter putar aplikasisalah aduh",-1,"Negatif"
"396","kecewa lapor tanggapkait lapor",-3,"Negatif"
"397","kali lapor kali status sala padam kurunayan",-1,"Negatif"
"398","lapor aplikasi padam listrikhasil aplikasi tulis nyala selesai nyata nyala listriknyaayolah benarjika nyalatulis nyalaxlapor inidan kenyataannyathx",-2,"Negatif"
"399","mati lampu nyalatindak",-1,"Negatif"
"400","tolong tingkatnyakadangbutuhdikirimbuat lapor",-1,"Negatif"
"401","lapor listrik padam sirkuit bakar tugas statusselesai mati lampu oakan busuk ikan oada matilapor kali tanggap",-4,"Negatif"
"402","server error",-1,"Negatif"
"403","ambil foto galeri lupa posisi rumah foto meter tetangga foto hasil foto kirim",-2,"Negatif"
"404","daftar bilangpassword daftar daftar",-3,"Negatif"
"405","server error",-1,"Negatif"
"406","listrik habis beli token gagal mulu masuksolusi selesai selesai mata",-2,"Negatif"
"407","susah bangetplnlewat media susah masuk",-2,"Negatif"
"408","alhamdulillah kesan baiklaporsiangpantau tindak lapor appsjm ditlpn teknisi plnjm langsung eksekusi sore kelar masalahpertahankan baikperbaiki bermasalahkalo rekruit operator lapanganteknisi",-1,"Negatif"
"409","klikmuncul jenis ganggu",-1,"Negatif"
"410","lihat tagih bayar pasca bayaraplikasi gagal",-1,"Negatif"
"411","daftar online pemasangan meter listrik pasang cipta korupsi calo kinerja buruk",-3,"Negatif"
"412","kecewa teknisi listrik harga suai mahal",-1,"Negatif"
"413","respon lambat",-1,"Negatif"
"414","mati lampu sedikt hujan langsung mati lampu hujan malam siang hidup mati lampu alas",-2,"Negatif"
"415","suck susah sekal ajar ecommerce",-2,"Negatif"
"416","aplikasi kekuhan tindak tugas rumah tolongrealitaterimakasih",-2,"Negatif"
"417","assalamualaikum warahmatullahi wabarokaatuh bantulistrik rumah mati meter cantum tulis periksa maafdana biaya anggur uang bayar tugas",-2,"Negatif"
"418","ganggu tunggucepat",-1,"Negatif"
"419","penanganan bagus tugas lapanganannya hujan angin main mati listrik padam pagi sahur hidup kayak penangannyatolong nang madam itukatax pltu padam trsapalagi puasa padam malamtugas orang terawehtadarustolongpenanganannya tugas lapang ituterimakasih",-1,"Negatif"
"420","lapor selesai tindak",-2,"Negatif"
"421","tolong sedia fitur catat meter langgan pascabayar biar catat meter tanggal batas kadang lupa",-1,"Negatif"
"422","mantapkalau fast respon feedbacknya tindak sekedar suggestionsetiaplapor masyarakatkalau clear tolong feedbackclearthanksemoga jayamantap ntuk layan masyarakat",-1,"Negatif"
"423","lambat penanganan ganggu",-2,"Negatif"
"424","area kota malang muas respon pelayanannyabelumlapor ditangani",-1,"Negatif"
"425","ayanbagus lampu rumah suka padampadam orang orang doang telat bayar listriktolong",-4,"Negatif"
"426","terang listrik ubah daya lihat history upgrade akun upgrade ubah inti update ribet sulit konsumen mending balikin aplikasi simple mudah paham",-2,"Negatif"
"427","aplikasi bagus info tagih tanggal aplikasitanggaltagih tolong info tagih trimakasih",-2,"Negatif"
"428","akun efektif bingung",-1,"Negatif"
"429","ayan lapor padam lansung tindak respon pantau rumah listrik padam",-3,"Negatif"
"430","lapor selesai tindak",-2,"Negatif"
"431","aplikasimaju konsumen lapor kantorkalilistrik padam guys padam rencana padam rencana padam rencana pemeliharaan kabel konstruksi jaringlistrik kitar padam rencana ganggu lokal hewan sengat listrikpohon robohdll intipadam rugi",-3,"Negatif"
"432","metode pembelajaran debet mandiri debetpakai dululah edit alamat cantum tagih salah",-1,"Negatif"
"433","link linkaja sempurna angkasaldo linkaja syariah berita info madam pemeliharaan jaring hilang info madam rutin",-2,"Negatif"
"434","kasih diskon beli token lihat usaha sebelah kasih poin transaksi aplikasi wkwkwkwkw",-1,"Negatif"
"435","senangmobile rusak ganggu tugas langsung cepat tanggap tingkatbiar lengkap fiturnya terima kasih",-1,"Negatif"
"436","cukkkk nyusain orang jancokkkk aplikasi ghatak",-1,"Negatif"
"437","fitur aplikasi bumn buruk sulitaduk keluh putar pemakaian listrik kecewa kaitmilik usaha negara",-1,"Negatif"
"438","tugas regu kadang tugas regu hilangdirespon aplikasi eror plnnya",-1,"Negatif"
"439","bingung pakai ribet",-2,"Negatif"
"440","kali prosedur atur sedia aplikasi milik bumn",-1,"Negatif"
"441","kasih diskon beli token lihat usaha sebelah kasih poin transaksi aplikasi wkwkwkwkw",-1,"Negatif"
"442","daftar bilang email daftar pakai fitur lupa sandi email masuk aplikasi fake real",-2,"Negatif"
"443","buruk banget ayanchat tolong tugas rumah konsleting listrik jawansajah teknisiminggu bakar salah buruk banget",-3,"Negatif"
"444","listrik mati terusharixstatus laporregu penugasantapi tunggu datangpara tenishormat nyalatrus ditinggaldicari masalahnyabiar mati",-1,"Negatif"
"445","simulasi hitung beli tokencetak invoice stand meter",-1,"Negatif"
"446","sambung listrik rumah putus cantol truk alhasil kabel aktif telgletak tanah pejal kaki orang meintas telpon kali tugas sambung takut denda",-3,"Negatif"
"447","aplikasi bagus batas aplikasi implemetasi ayan realalami ganggu padam listrik tetangga kiri kanan nyala pakai meter tokenprabayar laporaplikasi catat kitaraneh riwayattulis lapor listrik rumah nyala menit laporpenanganan sekal",-4,"Negatif"
"448","lapor salahresponya",-1,"Negatif"
"449","benerin listrik pakai aplikasi cekik harga promonya murah lokasi mahal ampun",-1,"Negatif"
"450","komplain tiang listrik beton pasang selesa",-1,"Negatif"
"451","daftar stoomenet",-1,"Negatif"
"452","buka puasa mati lampu beberaoa rumah sahur mati bebrapa rumah telpon",-4,"Negatif"
"453","terimakasihmobileanda bantu kamiuntuk lapor kalo ganggu listrik tmpat",-1,"Negatif"
"454","halopasangkabeltiang besi batang total biaya penawaran biayabiaya",-1,"Negatif"
"455","cukupaplikasinya bagus verifikasi terustambah parah daya upgrd",-1,"Negatif"
"456","madam tulis selesai nyala nyala tugas",-1,"Negatif"
"457","februari rumah kali mati lampu sebelah doang bayar listrik bayarjambu lurah kenanga cipindoh tangerang mohon ayan rutin",-3,"Negatif"
"458","butuh token stimulus gagal pakai discount sekal",-1,"Negatif"
"459","eror foto ktpnya",-1,"Negatif"
"460","susah verifikasi foto",-1,"Negatif"
"461","thanksquick respon ulas menit ganti bintang saran apps perihal binding akun ewallet bentuk tutorial instal",-1,"Negatif"
"462","update versi yakdi play stroe versi lamaudah coba hapus pasang ulang aplikasinyatapi terinstal",-1,"Negatif"
"463","sambung listrik rumah putus cantol truk alhasil kabel aktif telgletak tanah pejal kaki orang meintas telpon kali tugas sambung takut denda",-3,"Negatif"
"464","suka sekal aplikasi orang bodoh mudah menghunakan aplikasiterimakasih sekal semuasiapapun aplikasi",-2,"Negatif"
"465","aplikasi bagus coba hapus donlowd muncul jaring server eror kalo eror manusiaaplikasi eror",-4,"Negatif"
"466","status clear real clear rumah mati lampu telepon customer servie sibuksolusi mudah mudah",-2,"Negatif"
"467","ayan tolong ditingkatkantarip dasar listriksubsidi turun",-2,"Negatif"
"468","chatjaring putus signal lancar",-1,"Negatif"
"469","daftar proses",-1,"Negatif"
"470","notifikasi info padam nyala update daerah mati lampu beritahu",-1,"Negatif"
"471","susah verifikasi foto",-1,"Negatif"
"472","token mbca lupa screen shootkode token",-1,"Negatif"
"473","lapor aplikasi padam listrikhasil aplikasi tulis nyala selesai nyata nyala listriknyaayolah benarjika nyalatulis nyalaxlapor inidan kenyataannyathx",-2,"Negatif"
"474","versipeduli covidmohon informasi",-1,"Negatif"
"475","aplikasi mudah cari informasi kenaaplikasi bantu laku pembayaranpengaduan dllterimakasih",-1,"Negatif"
"476","aplikasi kasih menu lihat sisa token biar repot lihat kwhnya langsung dengar alarm pantau aplikasi sisa tokennya",-2,"Negatif"
"477","semenjak hadir aplikasi masyarakat sigli ganti prabayar tunggak bedapaksa listrik prabayar",-2,"Negatif"
"478","responkomen lapor proses proses",-1,"Negatif"
"479","fiturnomor meter putar aplikasisalah aduh",-1,"Negatif"
"480","mobile bantu lapor keluh ganggu putar listrik jayaterang neger",-2,"Negatif"
"481","aplikasi lemot error setting metode bayar link saldo saldo linkaja sinkron",-1,"Negatif"
"482","terima kasih keluh meter listrik prabayar ditangani tugaslapang meter listrik ganti biayasemogamobile cepatsigap menangani keluh masyarakat",-2,"Negatif"
"483","lapor lambat direspon",-2,"Negatif"
"484","bingung pakai ribet",-2,"Negatif"
"485","lapor selesai tindak",-2,"Negatif"
"486","aduk ganggu meter muncul periksa tindak aplikasi paksa nelpon tarif pulsa lumayan mahal masyarakat kelas kayak kasih rating",-2,"Negatif"
"487","listrik habis beli token gagal mulu masuksolusi selesai selesai mata",-2,"Negatif"
"488","aplikasi pokokkecewa situs fictur lengkap lupa downloadmobilecoba langsung download",-2,"Negatif"
"489","fitur bagus tingkat cepat reaksi tanggap tugassigap tuju alamat rumah lapor gangguanapalagi puasa hidup kulkas padamsaya tanggal april laporrumah periksa lampu tamper sala listrik rumah padamlapor berik penangananbutuhayoooooo bagus dukung",-1,"Negatif"
"490","tanggap lapor listrik daerah mati",-2,"Negatif"
"491","ganggu tunggucepat",-1,"Negatif"
"492","lampu desa marom camatkabupaten toba sumatera utara penuh arti cahaya lampu arus mohon hatimasyarakat siksapadam masyarakat batas sabar mohon hati serius",-1,"Negatif"
"493","saran sedangsudah kerja lapor keluh langgan alangkah lampir foto tugas lokasi pelaporkarena tarikkadang histori lapor selesai nyala tugas lokasi",-2,"Negatif"
"494","verifikasi akunkenapa gagal ambil foto ktpsampai verifikasi gagal thanks thanks proses verifikasi",-2,"Negatif"
"495","pengaduanbtentang madam listrik daerah rumah rumah",-2,"Negatif"
"496","layan listrik mudah akses repot kantor daya lapor ganggu beli pulsa tinggal bukapilih fiturnya langkahberes info promotawarkannyata mantau listrik rumahjosss mantap pokok",-1,"Negatif"
"497","coba disiplin tugas lapanganada keluh ganggu laportugas lokasi statusselesai",-2,"Negatif"
"498","aplikasi sibuk error tolong",-1,"Negatif"
"499","coba kali pakai aplikasimobile ganggu listrik rumah lapor direspontelepon tugas lapor tugas langsung listrik sala terima kasih",-3,"Negatif"
"500","selasa januari kemarin lapor kabel rumah putus alhamdulillah ditangani baiklistrik rumah tetangga sala lagitapi malam tetangga sadar tegang turun paham istilahnyaberulang kali lampu redup terang redup pagi lapor tanggap malam",-6,"Negatif"
"501","kecewa desa tegang listrik anjlok miteran meter operlod miteran lampu",-3,"Negatif"
"502","aplikasi buka klik aplikasilangsung sendirigaksistem aplikasiterhentiandroid",-1,"Negatif"
"503","erti keluh masyarakat",-1,"Negatif"
"504","masuk daftar akun eror konfirmasi passwort arah",-1,"Negatif"
"505","parah tanggallistrik padammalam tanggal maret malampadam tanggal maretpadam lurah gayamsarisemarang timur kota semarang",-1,"Negatif"
"506","mogacepat respon nyata benahaman data ayan rawan sekal pungli",-2,"Negatif"
"507","proses bayarbayar aplikasi kecewa aplikasi batalrubah batalaplikasi icon batalsekal kesankayak pemaksaan coba",-2,"Negatif"
"508","kenpa susah login ganggu minggu masuk aneh",-2,"Negatif"
"509","pengaduanbtentang madam listrik daerah rumah rumah",-2,"Negatif"
"510","upgrade kirim foto gagal",-1,"Negatif"
"511","daftar verivikasi status proses yahemnktrimanya",-1,"Negatif"
"512","masuk gagal update jelek appnya",-2,"Negatif"
"513","aplikasi sibuk error tolong",-1,"Negatif"
"514","chat susah bentar connek sebenttar",-1,"Negatif"
"515","mati sore",-1,"Negatif"
"516","ayanbagus lampu rumah suka padampadam orang orang doang telat bayar listriktolong",-4,"Negatif"
"517","ayan buruk listrik pdam lapor aplikasi riwayattbtb selesai datanfg heran nagihcepat gilir ganggu bantususah ampun ayan buruk",-5,"Negatif"
"518","kasih bintang token beli tanggal gagal masuk hubungwilayah kasih kode token baris masuk suruh beli token laksana masuk token masuk gagal gagal masuk tanggungganti rugi ribu kampung suruh mengiklaskan iklas rugi langgan",-4,"Negatif"
"519","camat sungai bahar kabupaten muaro jambi mati lampusolusi rugi orang",-3,"Negatif"
"520","tolong tertib tugas nakal mengantimeteran listrikgartis pumutan biaya takut orang awambandar lampung kalo bayar katak bayar kalo suaipusat bayak rumah umpama ribu bayanganti metergantipandemi kayak cari ring beban trimaksi",-2,"Negatif"
"521","aplikasi promo srtoomnet klik layanmaksimal",-1,"Negatif"
"522","mengecewakanrespon lambat",-1,"Negatif"
"523","susah registrasimeteran susahdesak listrikklo maximal onlinesediakan lapor offline biar memilihini darurat coba",-3,"Negatif"
"524","kenpa susah login ganggu minggu masuk aneh",-2,"Negatif"
"525","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"526","system aplikasikacau data orang tagih listrik gunungsalah beritahukan aman system mudah akun nomer nomer meter email aneh sekal aplikasi systemnya pikir sungguh kacau negararugi listrik",-2,"Negatif"
"527","kenpa susah login ganggu minggu masuk aneh",-2,"Negatif"
"528","stimulus tokennya klaimdesember token klaim tanggal caricari alamat website whatsmobile mohon info",-1,"Negatif"
"529","mohon maaf lapor bibik sabtu maret aplikasibibik pakai android hubungkirim nomer bibik aprilmerespon hubung merespon mohon ayan maksimal listrik rumah bibik ganggu trimakasih",-2,"Negatif"
"530","suai maksud tolong aplikasi lambat",-1,"Negatif"
"531","upgrade ribet rumit aplikasi",-1,"Negatif"
"532","mantapakhirnya keluh tanggap baiksekarang proses",-1,"Negatif"
"533","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"534","kali aplikasi riwayatterang selesai kerja nyata tugas rumah telfonkali tugas tulis ulas hitungtunggu tugas mohontingkat ayan customer nyaman listrik sekal",-1,"Negatif"
"535","fiturpilih jeniskeluh catat meter klik detail keluh rumah penghunikosong icon kirim keluh pesan langgan sampa arti aplikasi fungsi mesti",-4,"Negatif"
"536","mati",-1,"Negatif"
"537","ayan muas geratis listrik perpanjangtidakblasan sekal aplikasi mlhan bingung",-1,"Negatif"
"538","lampu nyala status lapor selesai nyalasudah",-1,"Negatif"
"539","halo kakak melpor lstrikpulsacepat proses listrik mati",-1,"Negatif"
"540","alhmdllah begutu lapor langsungalhamdulillah lamputerang kerjaramah sopan",-1,"Negatif"
"541","listrik mati terusharixstatus laporregu penugasantapi tunggu datangpara tenishormat nyalatrus ditinggaldicari masalahnyabiar mati",-1,"Negatif"
"542","tolong sedia fitur catat meter langgan pascabayar biar catat meter tanggal batas kadang lupa",-1,"Negatif"
"543","coba komen orang bagus moga",-1,"Negatif"
"544","buru mati listrik kontrakpulsa fast respon",-1,"Negatif"
"545","lambat sekal responya",-1,"Negatif"
"546","lapor gagulaporn tangapitrimaksihini memasukn token",-1,"Negatif"
"547","daftar proses",-1,"Negatif"
"548","kalitagih muncul idpl blokir terussssssssss",-1,"Negatif"
"549","hallooanehkalo totalin tagih biayatotalkali lipat",-1,"Negatif"
"550","susah sekal verifikasi data proses foto mati tangkap gambar",-3,"Negatif"
"551","aktivasi akunaktivitas bilang email daftar ganti email",-2,"Negatif"
"552","aplikasi jelek upgrade akun verifikasi akunpotolangsung",-1,"Negatif"
"553","lapor ganggu sespon area hubung kali",-2,"Negatif"
"554","mantapkalau fast respon feedbacknya tindak sekedar suggestionsetiaplapor masyarakatkalau clear tolong feedbackclearthanksemoga jayamantap ntuk layan masyarakat",-1,"Negatif"
"555","aplikasi lumayan update layan stroomneticon tiang listrik rumah pasang kabel fibertercover tugas kabel internetmenghub kantor wilayah info langganpasang lokasi pinggir jalan utama hitung warga cari langgan titik sulit mohon sulitpengin maju",-1,"Negatif"
"556","versipeduli covidmohon informasi",-1,"Negatif"
"557","suai maksud tolong aplikasi lambat",-1,"Negatif"
"558","aplikasi bagus prlayanannya muas wilayah jatibarangindramayuteknisinya lambat masalh ganggu padam listrik",-2,"Negatif"
"559","cepat layan kantor usir suruh laporemail laporemailrobot orang aplikasi email chat otomatis tolong main usir usir lempar lempar enggan layan bikin sistem robot otomatis",-6,"Negatif"
"560","aplikasi bagus batas aplikasi implemetasi ayan realalami ganggu padam listrik tetangga kiri kanan nyala pakai meter tokenprabayar laporaplikasi catat kitaraneh riwayattulis lapor listrik rumah nyala menit laporpenanganan sekal",-4,"Negatif"
"561","lambat sekal ayan kurg muas",-1,"Negatif"
"562","mohon maaf lapor ganggu listrik padam pakai aplikasi status lapor selesai nyalapadahal sekal tugas",-2,"Negatif"
"563","aplikasi sibuk error tolong",-1,"Negatif"
"564","versipeduli covidmohon informasi",-1,"Negatif"
"565","suruh ganti nomer aplikasimobile arti nomer nomer langgan suruh paksa aplikasinomer linkmobilesemangat langgan kecewa aplikasi bantu masyarakat indonesia maju",-2,"Negatif"
"566","puas aplikasi ribet",-1,"Negatif"
"567","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"568","fiturpilih jeniskeluh catat meter klik detail keluh rumah penghunikosong icon kirim keluh pesan langgan sampa arti aplikasi fungsi mesti",-4,"Negatif"
"569","aplikasi tugas lamban",-1,"Negatif"
"570","eror benernya mohon tingkat",-1,"Negatif"
"571","aplikasi sekal keluh langsung direspon tangani terimakasih tugasjuos gandos",-1,"Negatif"
"572","buruk banget ayanchat tolong tugas rumah konsleting listrik jawansajah teknisiminggu bakar salah buruk banget",-3,"Negatif"
"573","bingung pakai ribet",-2,"Negatif"
"574","kecewa lapor tanggapkait lapor",-3,"Negatif"
"575","pemakaian dibyr sesuailbh komplain",-1,"Negatif"
"576","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"577","aplikasi susah ganti passworddicoba ulang buka email error",-3,"Negatif"
"578","aplikasi rusak lapor versi",-2,"Negatif"
"579","aplikasi bagus info tagih tanggal aplikasitanggaltagih tolong info tagih trimakasih",-2,"Negatif"
"580","mati sore",-1,"Negatif"
"581","eror",-1,"Negatif"
"582","harapane mudah diakseskenyataanya lapor ganggu gagallaporan dibuatkalau lapor otomatis penanganan ganggu terlaksanasemetara butuh ayan cepat akses mudahpln mobile solusi bikin frustasi",-2,"Negatif"
"583","foto selfi gelap",-1,"Negatif"
"584","aplikasi merespon keluh konsumen status lapor tugas regu jalan kerja selesai tugasmobile",-2,"Negatif"
"585","listrik rumah lemot chatdaerah kagak respon taee",-2,"Negatif"
"586","estimasi biaya ubah daya rumah tangga tarif bisnis usaha tokodari dayabisniswattbrp",-1,"Negatif"
"587","coba test aplikasi iniklo ayandaerah baguskali listrik byar pettmalam kali mati dadakanmaka ncoba aplikasi respon",-1,"Negatif"
"588","camat sungai bahar kabupaten muaro jambi mati lampusolusi rugi orang",-3,"Negatif"
"589","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"590","aplikasi payah",-1,"Negatif"
"591","ribet",-1,"Negatif"
"592","komplain tiang listrik beton pasang selesa",-1,"Negatif"
"593","upgrade ulang kali full service adminaplikasi ribet sekal dipencarian susah temu",-2,"Negatif"
"594","kasih bintang token beli tanggal gagal masuk hubungwilayah kasih kode token baris masuk suruh beli token laksana masuk token masuk gagal gagal masuk tanggungganti rugi ribu kampung suruh mengiklaskan iklas rugi langgan",-4,"Negatif"
"595","penanganan lambat",-1,"Negatif"
"596","enakpraktis subsidi kena dampak korona orang orang tolong berlaku adil",-2,"Negatif"
"597","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"598","sambung listrik rumah putus cantol truk alhasil kabel aktif telgletak tanah pejal kaki orang meintas telpon kali tugas sambung takut denda",-3,"Negatif"
"599","chatjaring putus signal lancar",-1,"Negatif"
"600","sayangmobile cari cewek",-1,"Negatif"
"601","aplikasi erti kerja daftar kali login bilang email daftar sila pilih lupa password coba ganti password hasil login pakai aplikasi kalo sulit",-2,"Negatif"
